,Seed,P_BKS,t_BKS,P_DKM,t_DKM,t_depol,t_pol,P_eq,t_dep_turns,N_over_tau,qx,qy,qs
16,3459303647,14.910782739807837,886.1881246566835,14.912896490375699,886.1736150537856,54123916.386404,7.295046872377833e-07,14.364409505595981,31937153132.59323,3.131149466730199e-08,15.421387501877007,15.38395146405859,0.03668239254685984
17,3726775049,27.465492421953446,880.6956680932019,27.44456050934046,880.6819105352203,56377210.59308423,7.295046872340382e-07,26.478626572951132,32391801897.002388,3.087200900955566e-08,15.421367813442329,15.38037088353955,0.03667850816426571
18,487688394,15.86134409163844,885.8728907143413,15.833806759600472,885.8587325960192,55428145.065564215,7.295046872375697e-07,15.355632419977287,36872964482.0676,2.7120141112774628e-08,15.432366576881993,15.368712044218226,0.03664715125385348
19,1896382334,42.561027092736396,869.4717150680833,42.56830266609507,869.4593855639337,61313929.09002114,7.295046872262377e-07,41.53937819260827,48460254530.52347,2.0635467347166614e-08,15.41740534874593,15.38628388123176,0.03669407032796934
20,406815069,52.40398019321807,859.3540428313031,52.40037912695838,859.3439449578619,73132298.35867077,7.295046872190314e-07,50.86105306705358,38831482466.228264,2.575230036271986e-08,15.418514413403635,15.376928019610977,0.03668724243515342
21,1545088414,7.437515277592269,887.8918901588889,7.437548834647324,887.8770253680359,53033965.83752296,7.295046872389356e-07,7.083857424676894,24379147102.996075,4.101866221058673e-08,15.427351103178674,15.37257694742425,0.0366604307894684
22,1127668722,19.30094093088052,884.6806582225194,19.289796579194753,884.6657450009476,52480054.01326701,7.2950468723676e-07,18.775346222087734,43320694965.320244,2.3083655532316264e-08,15.417211659881131,15.37996242830438,0.036689214428704375
23,1384572675,12.082000445703365,887.0070148436722,12.089649219379133,886.9922506656515,53289004.46393363,7.295046872383377e-07,11.488341553487105,23529859227.265522,4.2499191786121584e-08,15.42001725509879,15.383275573254434,0.036686486696746456
24,4153764712,69.90847886802378,835.0187404143751,69.91658212094164,835.0122168096686,106881223.01808682,7.295046872009837e-07,69.09968743266218,97792978714.09961,1.0225683000448598e-08,15.416184843626311,15.388514275015696,0.036702383717906406
25,3534695448,29.733084223304346,879.3105253237637,29.725740518075643,879.2970442204314,57352512.388176665,7.295046872330862e-07,28.723858854604583,34305899411.02897,2.914950539610429e-08,15.422154640804536,15.371969262181668,0.036672077708770234
26,1153946724,15.200772306991045,886.21844105862,15.205272733231057,886.2038202356608,53715866.0780711,7.295046872378038e-07,14.434927157212185,22897408185.929684,4.367306517313579e-08,15.421389069899025,15.383186330108812,0.036681616794603855
27,2434273630,44.600922681718615,867.5539665993986,44.61073141592758,867.5421198505604,63531321.34001731,7.295046872248846e-07,43.2044554550564,36793084735.41127,2.717902038361998e-08,15.42256699620575,15.375044196355597,0.036674016914737984
28,959086565,11.812597603582283,887.0183072984981,11.833284061629513,887.0035402294284,53279928.136225745,7.295046872383454e-07,11.424157429135812,35760578442.20937,2.796375348391086e-08,15.41852833087713,15.384268695525181,0.03668944452615586
29,2079873627,39.804505737435555,871.9170605054986,39.8147877312721,871.9044930792807,60491972.61712475,7.295046872279544e-07,38.755022619604155,44136676364.33039,2.2656894047603515e-08,15.417954367049333,15.388284806364025,0.03669222904320796
30,2721842538,27.717777069978972,880.5286071072813,27.678010551009436,880.5141755288885,53723709.17499006,7.295046872339234e-07,27.10007433503267,52954923015.27864,1.8883985530702753e-08,15.411017195577124,15.38826142240089,0.03671026812729705
31,2027783765,21.241584571560402,883.8126330906534,21.243085236579358,883.7979860281098,53328906.244614445,7.295046872361693e-07,20.857492817954583,65789901724.74856,1.5199901106157516e-08,15.418399557921909,15.370234165746172,0.03668755030638565
32,492767240,9.298094855569685,887.5851061311085,9.280169386196919,887.5688194229649,48370294.2200763,7.295046872387285e-07,9.012109793410412,38341141957.99684,2.6081643606116673e-08,15.41512465048286,15.393193015181255,0.03670236388359599
33,2314107938,7.774925205080506,887.8861065589729,7.768268193454923,887.8705233191259,50588190.24925384,7.295046872389317e-07,7.554937314089251,41798554427.387085,2.3924272351026187e-08,15.414100495501113,15.387254517690648,0.03669997478697368
34,3119615087,48.1644382340931,863.9379704652292,48.160213672236786,863.9267669687118,66620196.34016841,7.295046872223172e-07,46.59286388426382,35110656384.926796,2.8481381522371814e-08,15.426745733210801,15.374578943011327,0.03666396151955442
35,2862163061,16.751368812969922,885.5857556947567,16.75679009632632,885.5713411681863,54406876.39413748,7.295046872373749e-07,16.073226433380796,28772971297.4698,3.4754839521489976e-08,15.416652853017043,15.381840188839432,0.03669169464015953
36,2881266482,16.81259401928971,885.5987010859889,16.834435752700063,885.5842103692981,54122390.43421786,7.295046872373837e-07,16.161157388302065,30116823781.063595,3.3204032645327126e-08,15.419008529196244,15.380472287851411,0.03668367963816077
37,4095382744,12.361302791647967,886.9225218549516,12.336641079770704,886.9077509851611,53254714.87575887,7.295046872382806e-07,11.816670740808217,26378465945.39722,3.7909710218553857e-08,15.418202057025129,15.379221109684341,0.03668296782628894
38,1905707596,25.935674510534483,881.5710152151069,25.932805461633272,881.5563655789674,53049409.062509194,7.295046872346381e-07,25.175689434628346,40031837423.59499,2.4980117435493837e-08,15.414619533234012,15.382265042305201,0.03670670199941467
39,3988504281,25.718461863540853,881.6071246191407,25.72502611632809,881.592941837368,54800153.52395869,7.295046872346628e-07,25.13183056112981,51773305560.678925,1.9314973018827014e-08,15.42154455389643,15.37747519832617,0.036685157305773264
