x[mm] xp[mrad] y[mm] yp[mrad] t[mm/c] p[MeV/c]  ID
14.995928625308592 2.155772627952035 -1.2612668410065448 -0.42443999694632795 310221.88259178237 2476.4261761779426 62396.0
-7.958759457307758 -1.0961293806191434 5.559803898618042 0.3839888776603376 310210.38053607097 2893.6855879360196 3.0
0.7114854905418849 0.40484700889942515 1.187673062557334 -0.5576865362548927 310205.7118641909 2895.199347967483 4.0
-12.587621386579537 -1.8185030175335508 4.687797670609568 0.6415670872269731 310208.53251822776 2905.343744309005 62395.0
-3.66133797003602 -0.47184101533971173 1.812703788429254 -0.34511853039046947 310209.8007495923 2891.1679795952728 6.0
-0.18408182256875505 0.0018166602569381152 6.567955181195902 0.1397308932424062 310209.60169950133 2875.113491777269 55958.0
-7.250193580977692 -1.034977183959193 2.003127192978564 -0.3319679210476852 310216.58065198566 2768.120592459989 49928.0
3.8675606527153223 0.47767863697462615 -0.64573380241131 0.4508850677808534 310207.9563794954 2899.304893324016 9.0
5.653662268427023 0.4834067641542453 -0.5946652922185601 -0.013989232212173254 310204.9282171468 2874.359892935831 10.0
-2.2401863481973066 -0.33734504715034436 4.2320512494132325 -0.7247203799139433 310209.4052090195 2883.865990964482 55957.0
11.23074613883116 1.407749580441398 -5.950736940579435 1.158090568876687 310212.5192613607 2853.8877789397993 38130.0
-7.20298989364503 -0.9600628614303117 4.016706990765534 -0.9201395594090948 310207.59378577373 2911.6523844656294 52396.0
-8.530576658564444 -1.3522474383574736 -1.8800356258599973 1.3503048926177517 310218.01497135026 2710.4005473924135 55956.0
-17.759674759719676 -2.66410154827528 3.114025607346244 0.23989809805454612 310210.86431836017 2894.5192863224474 44604.0
-8.324855037263642 -0.9305251979437739 3.8368364536331723 -0.23796981868489211 310211.47629550454 2871.1368892134615 17.0
3.3634958429320863 -0.10177583323039498 -2.5319852925995447 1.2879266685296198 310205.7195027783 2859.389193104647 41074.0
-7.316620145197049 -0.3694123392289069 1.3509472110125116 -0.9456393361091217 310207.42612186406 2895.981924578377 19.0
0.7089357148616506 0.5284423842724141 -1.4382673415974665 -0.5689679656339017 310204.784812828 2869.0500895877794 20.0
6.229702457010055 1.5363853716175377 -0.05235107805518325 -0.33219285920396163 310212.43979294394 2875.9221003299076 42855.0
5.9051879895420845 0.7666858062174823 -3.666066238027028 1.9308661171046073 310210.63606498175 2873.7488352215028 52395.0
7.227809785150591 1.9881747102444458 0.36097266214147 -1.1815198402917835 310220.7295024514 2573.5488987110307 62392.0
2.687325795217287 0.2645119854966081 -0.7533763571544557 0.513879213412694 310208.1452636317 2921.8646349196497 24.0
-13.715582459997623 -1.9016838003607186 2.435183038627936 -1.1763517351206074 310213.30030174577 2833.972126446686 57593.0
3.022415604923464 0.3916556791167773 0.4175310896166452 0.6481087052203086 310212.28895999404 2835.474942359637 50534.0
-6.33392535474778 -0.5329981337403484 0.6943914449701222 -0.19608015791461328 310207.73998479015 2910.606027721193 70717.0
0.5731925885598829 -0.06557949855567861 -3.387701798652901 2.5109478721552465 310217.5228982142 2680.21604630513 52394.0
-3.6079647206256475 -1.1521254807865229 -0.19827483635534718 -1.14541930742066 310213.1270718135 2788.8486255073544 31.0
13.305424530712788 1.928843137212684 -0.5203807970261899 1.3096824578492818 310210.51015989715 2905.8838792640026 32.0
3.944883660759971 -0.24858480728477986 3.7987422061931992 0.018388104001346505 310210.35892644594 2880.7135434733177 33.0
5.677063692496054 0.6949165121332389 -2.425173210074148 0.1613053136473256 310204.77207271487 2872.7386650702406 42012.0
-6.018195435521015 -0.7720641324935544 1.4877005614789607 -0.6720138629330917 310209.04072674195 2888.0897933087867 35.0
-2.1396628442428622 -0.27958847027292727 1.6406702857981725 -0.21013995279087577 310209.15286367864 2886.5821612075083 36.0
-17.07147610141336 -2.3298556247028936 -0.33376406494573857 -0.8426208665805365 310210.1825586553 2900.372321286696 37.0
2.0957800639572755 0.27038066096479546 -3.283685728802213 0.47241827303931944 310212.13154394814 2860.4224677192474 38.0
2.0861867117755506 0.17791582202889017 -1.0258545212907755 0.6177132847873309 310209.401800645 2915.0951094969764 67107.0
-2.539760285060225 -0.6093611166075978 -1.2723087269963977 0.6077400635008954 310208.8443946883 2911.506999378641 52393.0
-7.718463736611822 -1.4384789176497452 0.013778574663383067 2.2335235039362087 310213.08539005555 2872.7400718029385 57595.0
-6.272138443194443 -1.080941021461496 1.6997702487689421 0.2087103504629143 310209.336440715 2911.7831168645685 40904.0
-3.802890157848934 -0.8005531235384854 5.172438193270789 -0.2331018918195094 310207.92298768426 2894.85583349058 43.0
-2.444700999438317 -0.5272143277690193 2.2142030791590903 0.41940725889571967 310207.62366138963 2908.8053054173474 44.0
1.2293438624199813 -0.1361094288095763 3.2390855970815244 0.22727110099889394 310207.8322568432 2896.208741237815 45.0
-6.258788391791916 -0.9195066535353073 3.648288103910112 -0.6182687107860775 310207.32285408984 2904.808602182811 46.0
-0.05009226662858131 -0.1428941113572943 2.9690147271098972 0.442893690936822 310206.7836279947 2897.6374758066445 62387.0
-13.29793188635996 -1.6493014698343385 2.8246560395860127 0.3497934397536747 310212.7112121299 2848.22989328208 48353.0
-6.2749564577013555 -0.6877818746126394 1.2666911760114659 1.0014148931738984 310209.92416434956 2854.1293605641863 49.0
0.20777777402458228 0.5326129000225867 1.8356610578017407 -0.30219021762103304 310206.2338220665 2896.8358930465297 50.0
2.3531142788379484 0.28351398231788 -0.8069284151830121 0.5062400626664548 310208.0074918395 2907.7350598198173 51.0
11.471891848556263 1.2395733843342538 2.200600428719672 0.4499252171799529 310208.3011326624 2883.5023017075982 52.0
-1.8010868028100464 -0.295605278899367 2.3157593635832066 0.3252242495614851 310206.8584764697 2907.92199745635 55955.0
-0.8345277024198056 0.04779251719278489 0.27622328381285005 0.14490452362704764 310208.9707287922 2850.613996103487 42107.0
5.764494680086295 1.059840501797249 -1.5989079518967477 -0.1054983510936093 310207.17076467944 2902.3295619147684 55.0
-2.042782689357848 0.15248495715097693 -0.22682836177267135 -0.5589040290768651 310222.1567009959 2471.9613014832894 56.0
-2.4044927721242 -0.15674409581623155 2.714079514171197 -1.2207901584384178 310221.5472890174 2514.820106795266 66902.0
0.9470240781317285 -0.2943041740020358 4.234133325735254 -0.8258209243775082 310216.42337037914 2708.290619518121 58.0
8.28009512613784 1.3146832911347235 -2.4543905915879396 0.8577474759753928 310209.9628618218 2904.703308386803 47196.0
-1.139339763010003 -0.3477806360580856 1.3063190780283087 0.144592279671192 310209.17154148966 2893.5319003335744 52392.0
-5.083388460904108 -0.7571293122594955 4.332902062804996 -0.04002947229721879 310209.1461655131 2906.0417717089053 61.0
2.34466312494577 0.16962432579817133 6.174022037034689 -0.13883662428750002 310215.4109793991 2742.353482364466 62.0
5.302805142368856 -0.15467621769555562 2.2780130755439116 0.8926750486276904 310214.6483729986 2770.230946421047 63.0
6.193884694632424 0.9458166318302431 -1.4957338568365508 0.40669541360859296 310206.51622007013 2903.4464401098917 45364.0
-11.080835193535075 -1.1161225698658612 -0.16533932402947102 0.6913461442777734 310216.57591957966 2733.201484510681 65.0
-2.3988558019281405 -0.24332051701096036 6.977952299437685 -0.44524012324309487 310212.2305216512 2853.4368046988393 52567.0
-8.857039622950445 -0.9441247292115778 -4.961372391630668 -0.8575264559770509 310211.0087742655 2884.6605831009742 67126.0
-1.5014493602077037 -0.4893024695630702 1.5929193558911452 0.6288953782671916 310207.3875429679 2901.5038938006746 68.0
0.5751921984630671 0.2065236006725222 -4.141634227590061 0.21993971633289558 310210.6629070628 2890.407660324938 41238.0
0.052764349579989205 0.3130955152180607 -1.9132510572204193 -0.21799693599313033 310208.40055744216 2922.160491423729 41444.0
-4.954765251200673 -0.3415190981547247 4.316464563830098 -0.06831685603525835 310213.2288169948 2822.0897964018895 66901.0
