,R56,Vdeb,Phasdeb,RMS_Spread_%,Efficiency_%
137,0.3757547397237945,-0.0686033047938635,0.3876510207516246,6.522188206561838,78.2
81,0.3558245317068895,-0.07460443603422118,0.3438580078774527,6.624128103301698,76.8
3,0.34966462104925916,-0.07658208595836555,0.32310046552437227,6.676310416710572,75.8
113,0.40203009489110425,-0.07225055214543949,0.30070326084315013,6.6729286237058165,74.4
38,0.37105825662803926,-0.07055241324659903,0.2659608401805638,6.677500426596927,74.2
44,0.26469499540000424,-0.0991455313426949,0.2394766570390807,7.137511783772219,72.2
125,0.3067769471565641,-0.07477255579692006,0.29233510881330743,6.8390191164627465,71.6
143,0.27521957745419245,-0.09597140378831057,0.22972475147341181,7.155835111764053,71.39999999999999
127,0.41518264581408587,-0.05250541038333523,0.41069646396540493,6.590867131596995,70.8
16,0.27606056073988444,-0.10188299025423962,0.24313353054499445,7.222951645958076,70.0
88,0.42180318564408165,-0.05317915561392482,0.3627151630743004,6.654567523826807,69.6
50,0.44239615694113965,-0.05369525307685684,0.2760976905030307,6.833297278772192,68.4
132,0.2299663418334207,-0.09366255710400839,0.31637632216069134,6.519880349047015,68.2
43,0.42733010051969555,-0.0550347814090098,0.25184807723329056,6.786766071705837,67.2
134,0.4357274259781298,-0.0632579788505739,0.1294373821402491,7.0036470666239765,66.2
22,0.27303616213380455,-0.07318604125510784,0.3310690818512059,6.795986343800004,66.0
139,0.4429455206802402,-0.06137501091464838,0.12847207322466492,7.031935729282718,65.8
29,0.21161260317999944,-0.129371858378101,0.1867058463254051,6.743938852079751,63.800000000000004
13,0.25308477766956905,-0.06963379738878622,0.4369269451372737,6.533347066160893,61.199999999999996
136,0.3296976554358415,-0.08016029728013098,0.12546705222746773,7.025949038198441,61.0
105,0.2623230572872187,-0.06647981063124747,0.4134331299736701,6.63196796058293,58.8
109,0.21924497745719826,-0.13542352593438473,0.13195033687514673,7.1971498436549,57.599999999999994
72,0.2013805292809006,-0.13594878482578612,0.13305503626457493,6.635941070667224,55.400000000000006
56,0.22212312551297989,-0.13477926857009517,0.10927895868956763,7.319853950239532,54.800000000000004
10,0.20514612357395062,-0.09483253009211201,0.2536399972469726,6.172483873239227,54.2
60,0.2971693224223705,-0.06768993159501208,0.23585947417228267,6.903944184425112,53.0
11,0.4424774630404986,-0.05515412541096308,0.12745973346979309,6.998272478861346,52.800000000000004
