,R56,Vdeb,Phasdeb,RMS_Spread_%,Efficiency_%
108,0.2571995413729056,-0.06449082448659525,0.4168836917467422,6.603620502325111,51.6
131,0.25552695261768255,-0.09930072647226962,0.36652872110111523,6.834596469542982,51.6
62,0.40718437728798235,-0.05220581107460992,0.2603885116720308,6.715619794572074,50.8
82,0.2827245062131623,-0.06346441730604613,0.32012999637295936,6.8072121635565805,50.8
83,0.21588958757150592,-0.07612234592717042,0.4071152047344685,6.1088019175747155,48.4
96,0.3306832073454985,-0.08577237775240285,0.4004444631450541,6.711784747331208,47.599999999999994
24,0.314017496054259,-0.053224081438582524,0.43420284823211797,6.674817730358152,47.199999999999996
100,0.20785729642168357,-0.10583266618956214,0.13609335409257642,6.551958786539863,46.800000000000004
12,0.40811066020010545,-0.054970543385865794,0.10887276019541013,6.880410883986883,46.2
27,0.3285586096034029,-0.09198969805491938,0.3141022611820233,6.907047879100389,45.2
145,0.2092217368386332,-0.07166351099177934,0.43153700208435053,6.003405722175561,43.0
39,0.31003812343490034,-0.11372215636493224,0.1342419562278505,7.603478300276084,41.6
54,0.3494749947027713,-0.0590356410510615,0.12469906159015046,6.860068467858746,40.8
66,0.23523105624369067,-0.10119004527610984,0.43641669733836996,6.410001948906312,39.800000000000004
70,0.39306119232416437,-0.05135806615494849,0.13527230048209932,6.825504009802809,39.0
20,0.35296322368059485,-0.04836534572365764,0.2922293326471421,6.72061367481695,37.8
35,0.40209933702911527,-0.051002393094873144,0.11425508081163956,6.863706515511726,37.6
37,0.22441802850159598,-0.06671987826008065,0.3462802507830083,6.403173349369029,37.4
23,0.29159046082342294,-0.1160256337203093,0.19797686393108,7.580631508746646,37.4
149,0.26966161605915284,-0.1371978802509348,0.12922525084453407,8.115730470266442,36.199999999999996
116,0.40091801922477865,-0.04544763885070981,0.20262377009432259,6.797723312780321,34.0
77,0.2185111629335226,-0.09103534129998594,0.10814517750753906,6.769141119722328,32.800000000000004
67,0.40054924518850993,-0.03802628923229638,0.41687272468462233,6.714862019244366,31.6
19,0.27280728504951046,-0.06136605852176373,0.18758501435760838,6.971772196493258,31.4
124,0.25698379063548543,-0.07329864017085932,0.1201455660058255,7.0664322247186915,31.4
110,0.272437863228442,-0.057748915995124536,0.21175977315664518,6.940819231712017,30.0
40,0.23050955871119472,-0.13603458482911512,0.27206555629089135,7.1976139641171875,30.0
115,0.41786514754692944,-0.03888470733686933,0.2569559326924119,6.842575266706412,29.4
30,0.3518862129753596,-0.09884004734246121,0.22459043752794156,7.088796551195556,29.4
133,0.284403792850907,-0.13590270902386964,0.13539293664297658,8.139261295394148,28.999999999999996
146,0.3523910834949742,-0.03450096703520837,0.4451003723380048,6.788924960648833,27.6
64,0.2702336274218452,-0.043173116797869615,0.4295126830717838,6.789450836437984,26.6
61,0.267837257943474,-0.046215720346096015,0.3251508764548236,6.855736988752945,26.400000000000002
85,0.2812958305066868,-0.04163218271077419,0.38121832563469704,6.858230177386068,26.400000000000002
57,0.2489957156047863,-0.050474734633791624,0.3050214534457122,6.784074324070054,26.200000000000003
9,0.3770181444490114,-0.040767547708221066,0.19479128794172598,6.834210175780007,26.0
107,0.3888877846357622,-0.04559553049875405,0.10379317801810443,6.878932241439943,26.0
138,0.2909074005948235,-0.10701881218075734,0.34718477950477367,7.176934511802075,25.4
93,0.34031929939237404,-0.09447619496168333,0.37174453625969883,6.829841865205459,25.0
7,0.41654403644373383,-0.03575705770069236,0.21303476552943607,6.906386991307627,24.8
46,0.2779277690223527,-0.04110664816946409,0.3222827778036753,6.9128347933039125,24.0
120,0.4018600387910156,-0.028595826678222955,0.377052665304047,6.896985652089373,23.799999999999997
121,0.4240228249808733,-0.028482990798122887,0.3763663499780938,6.929176040265113,23.799999999999997
26,0.24991844553958995,-0.04635933928463011,0.2940239183789902,6.835298446754333,23.599999999999998
63,0.2891883316733973,-0.11635960358091603,0.29096587626057724,7.449321268990934,23.400000000000002
5,0.23899863008405067,-0.11369170927327493,0.4415482278118871,6.619815955926811,23.0
17,0.33118910790805944,-0.12202222344002187,0.16065301202479604,7.731649931826137,23.0
148,0.21286968781249735,-0.05656642862714996,0.2316908549358205,6.554795038055573,22.6
79,0.22896726488128244,-0.05532920610041056,0.19864917117068998,6.766008200776728,22.2
74,0.3767143359619043,-0.11021964484774119,0.12491602696108015,7.5006656190402365,22.2
71,0.2496789203835431,-0.06475370949967925,0.10637763897804241,7.027682906173322,22.0
6,0.21452090304204988,-0.04917966788911822,0.28070512190541835,6.589234876736397,21.6
101,0.3591026028159451,-0.0922353407097112,0.4158935173378483,6.69497917323768,20.8
45,0.3656305710884955,-0.09761856380810086,0.31554753431827576,6.919627977333811,20.599999999999998
126,0.40450369148062326,-0.030255723154983732,0.25453567548068196,6.934988960974821,20.599999999999998
65,0.3356740207895621,-0.11441263687547998,0.235135923230271,7.429470896336177,20.599999999999998
103,0.3271426727911757,-0.10246169922655834,0.3892601131377096,6.974698051720384,20.200000000000003
117,0.24664251472150897,-0.0446273874019336,0.21503259087947058,6.927604771550293,20.0
86,0.38240154458451603,-0.10788414563387164,0.19871210039995726,7.340320827070658,19.8
36,0.2761534422933427,-0.02741666996981762,0.39941120440385247,7.03329146233618,19.6
18,0.307986254660529,-0.1438837287667854,0.1547529649348801,8.37189984797754,19.0
80,0.41577585646889836,-0.030778304468752737,0.1413576896675797,7.013347353005324,18.8
84,0.27774558042891556,-0.12071355183029332,0.35727486533136,7.411515062429623,18.6
49,0.24621361388138177,-0.033018668121356426,0.3190509704999827,6.9535786025919855,18.4
114,0.35835093912760585,-0.01839403921080668,0.32114302425942975,7.141634089811171,18.4
68,0.21863766091994272,-0.0525550651429178,0.16852689717625374,6.7462408595541685,18.2
59,0.28133258269081607,-0.1258787922873752,0.30141596225655765,7.637109425525662,18.2
142,0.3243121264730964,-0.02660991590105126,0.23099477851464212,7.081127551704659,18.0
128,0.2017380326327977,-0.0447049684113445,0.22282025439322756,6.628806097535395,17.8
15,0.24585112746335847,-0.0247046256616143,0.34359097213279427,7.070036579586593,17.599999999999998
129,0.32768682564439144,-0.030631099584584848,0.14097345574966205,7.0727906976537875,17.599999999999998
102,0.27858899526908165,-0.022329499272471465,0.27683833035675,7.178768020123921,17.599999999999998
31,0.2426310309218229,-0.13297897181391163,0.3652461386625292,7.226907399087825,17.599999999999998
119,0.3348355604789127,-0.10596122336032598,0.36333108530318803,7.059033703028432,17.2
78,0.28961643213606814,-0.016193016723433012,0.3850639689061275,7.240004366764211,17.2
99,0.22697285674832612,-0.022048581679895984,0.3640900059296388,7.061262127089626,16.8
69,0.44672173415012933,-0.0226164884258733,0.12427645530630792,7.180677417187581,16.8
48,0.3366775698358199,-0.016937036360232416,0.23111441511926492,7.225083468007782,16.6
73,0.4038653571137085,-0.09484262954108497,0.3390523706957249,6.9045396441679925,16.2
41,0.32379422752781756,-0.015417636307000993,0.26571511977319795,7.260114822064528,16.2
33,0.43722138431333335,-0.01839909699285286,0.1406254241774207,7.223715633576214,16.0
53,0.4237068376069122,-0.015216871720938108,0.15702704947850038,7.260918010796223,16.0
75,0.38225179201024684,-0.11340155349313746,0.21164147060281646,7.4619051817341155,16.0
58,0.21130682222763453,-0.1492407624230672,0.4290805844987351,6.463639018998616,15.8
118,0.42313974962249445,-0.09607632731703672,0.3353814596269634,7.055507192577934,15.4
95,0.3234488990910977,-0.010752215611841198,0.4257650639612477,7.326355205793486,15.4
21,0.23487346516301047,-0.14751182566082158,0.35010857294502185,7.4169248360778885,15.2
92,0.39019626215422437,-0.012770341466932733,0.23020633002747412,7.277704878749049,15.0
14,0.24545624180177517,-0.13645653449183875,0.39259304217927204,7.31572854249679,14.799999999999999
130,0.30435275078719476,-0.01649919872736505,0.15004708871849254,7.302098882772097,14.6
34,0.44140800826863985,-0.11130875584272665,0.11610092470761346,8.041816830277169,14.6
144,0.2712101235943669,-0.13094092310221728,0.38447984854012585,7.575545503911705,14.2
147,0.32566975580721536,-0.11762684587547352,0.36368236484062955,7.342823026915946,14.000000000000002
122,0.279500868742966,-0.01993915221298445,0.13192213606704162,7.284007320352501,13.8
47,0.3300170052944527,-0.01543346100711343,0.11585640342021558,7.298587466640627,13.8
123,0.2275129811319192,-0.0130139171165293,0.2730471066459035,7.299518230212784,13.8
90,0.22989856148457544,-0.008931212347062845,0.44667679970023566,7.3534039494095,13.8
8,0.35027875293580224,-0.11435436840114005,0.3783151681690463,7.201852190770378,13.600000000000001
89,0.3180537312904873,-0.12343339808894266,0.3823921587435424,7.479809778953325,13.600000000000001
28,0.3481036422155106,-0.009490501689489811,0.24686002184972647,7.367160689749616,13.4
106,0.30259573075890744,-0.009576783875882844,0.23622058755695707,7.400026540943864,13.4
0,0.29363502971184063,-0.01376011710500194,0.1180886024090127,7.365193081075165,13.200000000000001
104,0.42689161848152324,-0.12457608799708612,0.2120173603607141,8.137400230444882,12.8
42,0.2085971302788046,-0.014937291425500432,0.16062065446850532,7.269640306880961,12.6
32,0.2162628982463199,-0.011295957258215583,0.10503772102041456,7.376320337789393,12.4
87,0.35938936783880326,-0.1463526050352819,0.16210384032290298,8.531625709874175,12.4
91,0.37831119680574876,-0.006910713449611888,0.24441618691899927,7.417453296481272,12.2
76,0.3928175866714865,-0.004048416787133163,0.39570635883930905,7.48063527367239,12.0
97,0.30688525458963745,-0.005001777143449571,0.25014790958125643,7.489149577853771,12.0
141,0.26294557395634105,-0.14439777168761783,0.4453238524754114,7.760697802452425,12.0
98,0.2063547816860238,-0.005457003436612068,0.3628048737270241,7.442699849851551,11.799999999999999
1,0.43767857660247905,-0.11406571639995414,0.2859741210488518,7.766934666014401,11.799999999999999
111,0.24030532181350112,-0.0014919224843605028,0.4325216884677817,7.559391107612809,11.600000000000001
135,0.2808007330051888,-0.1446086589304887,0.34533919601069196,8.097909301672653,11.600000000000001
4,0.23900466011060914,-0.0021524318834098832,0.3541319668029316,7.545357913331915,11.0
140,0.4406118237355278,-0.14542496250914258,0.12969319992981718,9.313793463881785,10.6
2,0.3829984854528513,-0.12826576918631652,0.28922229256353726,7.7912617987008534,10.4
94,0.39274179498864026,-0.14768150752066989,0.21928123908855623,8.681876186005237,10.4
51,0.39378320584027865,-0.13737900525074268,0.39977144441591284,7.980748055482939,9.4
25,0.3962939903482534,-0.12384503564925128,0.358263920843519,7.586629882366563,9.2
52,0.43487473539104726,-0.12575569288580793,0.33054277106663077,8.043265139586037,9.2
112,0.4324244130856433,-0.1289873977145214,0.43271250142814466,7.918657044425719,7.3999999999999995
55,0.4304685587557792,-0.14862044225750554,0.3248467473722104,8.927832371036363,7.000000000000001
