,Seed,P_BKS,t_BKS,P_DKM,t_DKM,t_depol,t_pol,P_eq,qx,qy,qs
0,1881082023,91.81043542811716,760.7878230908696,91.78861222070748,760.772500371025,37773088.609473236,7.03486687347206e-07,0.5787878821216925,15.459662214684485,15.350224030915141,0.03622635743172753
1,1132557343,90.94484545354065,764.4964145319552,90.89686294581072,764.4836907336986,45933221.25565533,7.034866873503616e-07,-8.23754423291155,15.448243815536822,15.356567761873354,0.035776027219068696
2,994916855,85.47665692113459,775.9163280538778,85.55341108462356,775.8878433659112,21135005.835861925,7.034866873598893e-07,2.274015972880121,15.48594776404972,15.362095100489778,0.035827647814560826
3,1846933107,90.21350729614446,765.8355216970912,90.2859291153241,765.8085166338391,21717533.463325545,7.034866873514936e-07,0.6242947225048286,15.365970133616615,15.418387835561822,0.036134645441433744
4,2645845498,84.08672934698109,775.0769198504277,84.10384648665156,775.0067654592231,8562398.537289338,7.034866873591984e-07,,15.436980628834625,15.365815834619555,0.03680288652619873
5,4121995149,87.58265698813581,773.1867407388947,87.48325361188408,773.1574650742689,20419522.77217604,7.034866873576375e-07,2.258914643466955,15.44414324082098,15.399281983704494,0.03618509050693958
6,3219107002,90.37539309678108,765.114847288182,90.38340505917188,765.0990190707553,36983862.639344186,7.034866873508848e-07,,15.431698750734403,15.401260449867651,0.03588137086413001
7,278006466,53.22882081169668,827.3751800030554,53.27572067363281,827.2802330905959,7208987.781012368,7.034866873995586e-07,,15.479776483653186,15.334832365897256,0.036284940628990736
8,2068914953,37.203633211644,842.1485851915409,37.11236219334091,841.959904539235,3757965.2907202602,7.034866874100516e-07,0.012489915267331368,15.497164146158632,15.33781588134328,0.03601442844651792
9,542897528,91.36894845914195,764.0447029342358,91.35475289582104,764.0355674560436,63900029.73968926,7.034866873499789e-07,,15.349367278669135,15.431047802766724,0.03647541341749677
10,3714508583,59.50937577641079,818.8845386734582,59.39954768006355,818.8033102463223,8254565.484239735,7.034866873933566e-07,0.11926592106935598,15.477517828244292,15.359231420214417,0.03596610984718818
