,Seed,P_BKS,t_BKS,P_DKM,t_DKM,t_depol,t_pol,P_eq,t_dep_turns,N_over_tau,qx,qy,qs
0,1239109111,82.42508453495415,811.7628883163602,82.42381939343495,811.7235139393961,16734919.381457355,7.295046871827253e-07,67.86491967169025,5186568910.87022,1.9280569046410619e-07,15.428399333867358,15.396968712214138,0.036617073055066784
1,1078825313,57.24008378129204,853.2853140639172,57.211403965041775,853.2095556205459,9609901.566508204,7.295046872146271e-07,35.13889266739248,1859681519.90918,5.37726481278814e-07,15.43037079054151,15.390114316937744,0.03663071672107959
2,4225724970,89.17484509692969,795.8657921318126,89.11456484949034,795.8549047359734,58176785.664378345,7.295046871696302e-07,83.12654524767939,14994022881.02199,6.669324222958904e-08,15.435458976284819,15.389137711437344,0.03674850210944053
3,2147630587,59.406445146161445,849.8856653532088,59.53688560411627,849.8133170802968,9982880.410856402,7.295046872121322e-07,33.514054744477825,1507951054.5361416,6.631514975183385e-07,15.428800905128705,15.38938501227949,0.03662218939488304
4,4154363853,57.315598197755634,851.8027963611905,57.43423701009016,851.6815074291418,5981293.407265399,7.295046872135416e-07,31.839682081960003,1459317823.8124397,6.852516865637393e-07,15.446442741890195,15.401864753880238,0.036544327488217565
5,230977420,71.26963991862044,832.7078174572581,71.10386979148028,832.643989110806,10862715.351900276,7.295046871992149e-07,45.876314796507735,2062212931.059579,4.849159778501598e-07,15.421178657609692,15.380911815349029,0.03667631607099675
6,3624864371,87.9740148868136,800.1528922372241,87.95952974500739,800.1356212517444,37069733.64534165,7.295046871732129e-07,81.9762299811731,14991391538.956348,6.670494846335104e-08,15.441617210196931,15.388765579319802,0.03663955932059415
7,2380343242,89.7407596399014,794.7880796674579,89.71548333782512,794.774224322707,45590859.7643478,7.295046871687235e-07,84.5462948556266,17732788384.239388,5.6392710403558625e-08,15.411536813721076,15.396622995139284,0.03678553657274847
8,1846996213,79.58240885512919,816.048338339862,79.70273746228676,816.0093077512638,17061055.5356104,7.29504687186168e-07,64.54916012926162,4803143375.807885,2.0819699137792253e-07,15.447343598810551,15.426745489132935,0.03661195874932255
9,3032612460,40.582251352980514,872.237974221288,40.46050257796985,872.1389739174735,7683943.407633761,7.295046872281788e-07,23.352169658117845,1620491674.0057545,6.170966602550091e-07,15.410440119078167,15.372631096831842,0.036747314343415105
10,93169406,90.89565819187172,793.5794669458902,90.87025953249982,793.5690162671577,60260208.26374611,7.295046871677038e-07,86.90163836398554,23669009452.547916,4.224933882445817e-08,15.425438039591423,15.389989771863144,0.03663754996783619
11,2573393349,90.67237222368948,792.5038709541981,90.70501715311273,792.4975774797605,99795018.49172942,7.295046871667936e-07,85.41433709229358,17647394582.005768,5.6665588529405565e-08,15.46167487847897,15.407418645267724,0.036472540743650805
12,1502044087,7.685018109155596,888.8006893155527,7.620120806501669,888.6820677117475,6658662.579391633,7.295046872395486e-07,3.402847319038786,968177029.0379001,1.0328689588862929e-06,15.419543155840623,15.396644888598802,0.03665036157478413
13,2826591253,51.76106253492332,857.8333821115796,51.626934517934146,857.7374178152693,7667391.0858393535,7.295046872179337e-07,29.186241565350386,1520297962.2052164,6.577657964820818e-07,15.462303196414311,15.40562393064182,0.036588930548840104
14,1671322980,52.036709758121006,857.0237433567878,51.93426439848137,856.9466021056687,9520503.93452235,7.295046872173476e-07,27.992676417928248,1367734712.8325744,7.311359363900351e-07,15.432241059345332,15.398854344191504,0.0366364896651441
15,4101465312,81.52788537005736,812.9219339758927,81.41409232258331,812.8961027213938,25582229.154848516,7.295046871836598e-07,64.72661677163359,4293006905.433493,2.3293696516871162e-07,15.43439679875884,15.379357356760513,0.03675375661601471
16,1803681084,19.643617800276264,882.4624818682648,19.305023477880706,882.314594190901,5264870.8834757805,7.29504687235248e-07,9.866116231057017,1220636905.2088099,8.192444417604543e-07,15.462659836947815,15.403955226919777,0.036521460167695086
17,1320443959,53.38533457163158,858.7415808319091,53.277324259202366,858.6460644476147,7719671.176891927,7.295046872185898e-07,27.624320572496853,1262301379.4225025,7.922038399874804e-07,15.42374218522135,15.376978403411755,0.03662901341708874
18,3940133526,89.58709940910802,795.1203746770975,89.54843760426108,795.1043051486826,39341766.39735453,7.295046871690033e-07,82.73422454383001,13158827515.728449,7.599461265106809e-08,15.435991298448537,15.397396184160094,0.036679739675608614
19,443265470,38.66373660113331,872.1375115249031,38.4379590848629,872.0352977911735,7440631.183575495,7.295046872281086e-07,18.830015514545956,1135019585.189709,8.810420657480183e-07,15.423944969254762,15.382492302303374,0.036715481463468314
20,382830116,87.22367614506823,800.9523874976784,87.31023049049634,800.9271498831627,25418587.50211569,7.295046871738768e-07,79.04062231106523,10605070400.586191,9.429451783221782e-08,15.434693481765793,15.390658474279714,0.0366340298920127
21,1807093010,29.26473041155266,880.3868890732948,28.995527817572526,880.2786016343535,7156746.407414078,7.295046872338262e-07,14.839632200999414,1241508901.498493,8.054714700740419e-07,15.412580027120768,15.374697076356787,0.036719617620325495
22,2638331803,90.4002837292842,792.5442377451358,90.37431403787853,792.5249810078479,32617732.566964727,7.295046871668277e-07,85.41093203346647,18597936847.1114,5.376940508082854e-08,15.414798639394233,15.359384324612497,0.03696659699616939
23,3235916480,87.94552544170492,799.0607841644137,87.91429429907697,799.0402161084461,31042394.219017833,7.295046871723038e-07,81.9434015147302,14954116501.91319,6.687121903002846e-08,15.435365697504658,15.38723210668939,0.036651196386154994
24,1242957500,89.73935002116721,795.4505224473827,89.7053953612576,795.4396357915277,58120040.009757064,7.29504687169281e-07,85.21470518201806,20535965929.298775,4.869505546721299e-08,15.398132323760446,15.374009262744348,0.0367799597945887
25,893591945,83.24989750734056,810.7747879036986,83.1670194799417,810.7475427874534,24126660.394278597,7.295046871819263e-07,68.99865431381363,5380963147.605982,1.858403361199203e-07,15.410282363831195,15.364111567003466,0.036798574679967
26,3785397854,81.46905967918006,811.8895009534995,81.52337575824873,811.8541990683841,18671408.01054563,7.295046871828274e-07,58.31090970359758,2802301072.2749267,3.568495940331612e-07,15.439942630485403,15.397719677445414,0.03670034019822199
27,1043330947,70.37348785803957,833.5065948155783,70.47849521028196,833.4559313150465,13711863.727292478,7.295046871998274e-07,47.5549786903677,2381166029.1476307,4.199623158398421e-07,15.436269025566043,15.399731119857815,0.03657724975609705
28,2620259965,87.26525127275477,800.4036872271777,87.29207473777083,800.3814713487602,28836504.63049905,7.295046871734213e-07,75.38396117451886,6961396140.238146,1.436493455989118e-07,15.446647771748884,15.409019798071398,0.03648828527408232
29,633639034,89.09278079944507,797.1805605729859,89.01938037060526,797.1633118898076,36842412.21598487,7.295046871707332e-07,82.28208817895424,13202088428.992258,7.574559172047085e-08,15.417367630855898,15.363681180653128,0.03688251535024761
30,1080478326,70.28697923701263,833.279949687947,70.42960625835323,833.2257842770546,12818334.212954866,7.295046871996537e-07,44.8021834679034,2008079338.1635582,4.979882920933425e-07,15.449946740898335,15.395008488551461,0.03657469855222434
31,1925472161,90.214319286826,795.5061099842208,90.25173177783965,795.4868155748643,32797822.960481513,7.295046871693278e-07,86.42196696451472,24850257957.767162,4.024103096633817e-08,15.437193324808447,15.375097493521464,0.036539341943371995
32,381576057,87.374121186424,799.4668595168222,87.31045595731179,799.446186490335,30916166.651302546,7.295046871726423e-07,72.09883232531382,5172627186.022174,1.9332535750928816e-07,15.422074597227176,15.38676816236687,0.03670245547235257
33,2869651436,49.92353642208968,862.4493379802415,50.032029414683,862.362787838657,8593217.779374482,7.295046872212539e-07,24.19205134255035,1111509936.8375852,8.996770670761182e-07,15.438030394244237,15.371244095200526,0.03657992154264539
34,2528413748,88.5159316117388,798.7379643461472,88.45350850265967,798.7224658959267,41163467.792754866,7.295046871720346e-07,79.90859031612672,10164843242.08339,9.837830020436594e-08,15.411053003551153,15.36300289164496,0.03682927571847194
35,3537605608,51.60610078188274,860.1899900292923,51.738738407934605,860.1123872490637,9533937.619656747,7.295046872196332e-07,32.51717472498809,2008619184.2036312,4.978544503927338e-07,15.429150759556979,15.37668936001734,0.036544712145210656
36,260145059,92.19392572711145,788.9314786202137,92.19665041799978,788.9135132210047,34644301.37323255,7.295046871637529e-07,91.9782067156243,461113369484.33844,2.1686640773792716e-09,15.431369330525053,15.389393043554632,0.03681883229519156
37,2146293272,89.26748684180885,795.7252463599837,89.25998496139378,795.7163972746099,71552211.27560431,7.295046871695122e-07,83.41451935358614,15545353068.696335,6.432790529625854e-08,15.421578422067975,15.356917417972753,0.037019935026238404
38,4064499967,89.24901983980683,797.2499670644248,89.18274168493137,797.2346741294562,41561369.28531895,7.295046871707912e-07,80.99947075523116,10730461316.47346,9.319263827593273e-08,15.418843376989562,15.36906583537287,0.036790786975926026
39,784827519,31.963902808884164,877.2444860772788,31.849002613688025,877.1301945998287,6732414.734250251,7.29504687231661e-07,12.874153907346775,810981674.863207,1.2330734848832138e-06,15.435051940811492,15.381946869870779,0.03665558118515988
40,3299943463,78.37113231414746,820.020915575632,78.4054100599197,819.9809944284433,16843242.57086673,7.295046871893273e-07,57.67530990741789,3132593846.365633,3.192242751674234e-07,15.44029488945603,15.399524961719592,0.036654939276758225
41,396500545,5.1423391956341415,888.7215273914361,5.355670462122037,888.5611462972896,4923793.688531181,7.295046872394952e-07,2.3217218270255437,1002775285.069113,9.97232395821441e-07,15.419490229605746,15.385100314995826,0.036679375568266004
42,3144286601,65.46534174524497,840.4720539692521,65.502017237623,840.4078798430023,11006606.216887925,7.295046872051189e-07,40.80548427484228,1906440101.751488,5.245378541299452e-07,15.453303668272763,15.409576292540795,0.03653764304658663
43,1419852234,89.75556819395698,794.1659601032048,89.71908218489978,794.1488726756022,36909359.126666516,7.29504687168199e-07,84.48337985071518,17444701581.231426,5.732399578998185e-08,15.43785013131165,15.385116786862032,0.036659012595848695
44,1093765724,54.403397417580855,857.6261085032312,54.51006899614992,857.5527756097891,10029055.383761283,7.295046872177837e-07,34.02391693829182,1962732471.3560162,5.094937871533343e-07,15.42204728317149,15.376866620093692,0.03665642934238328
45,1429391161,88.66980204936763,796.866556274076,88.63142779879884,796.8472591830143,32905525.981775302,7.295046871704701e-07,82.54039531868956,14709761013.712149,6.79820698016657e-08,15.449241643305244,15.401554693848443,0.036498250647142017
46,3853176223,82.84968288897741,810.6556923926688,82.88386678372316,810.6293585028902,24954205.75600774,7.295046871818299e-07,64.49703005928241,3905253381.6924524,2.560653310455932e-07,15.426121004292144,15.404811303717407,0.0366084896342177
47,3502962404,87.5014441720184,801.4378329251233,87.53573509488692,801.4244165917978,47873873.740470655,7.295046871742793e-07,79.45680720769037,10850916280.572748,9.215811588099513e-08,15.429059192671126,15.369660058663243,0.036619387906527856
48,2558407003,92.28963208446676,789.4176507516768,92.28829414556199,789.4144322853134,193625663.9778024,7.295046871641683e-07,92.1751934402569,871605775547.6605,1.1473076797496722e-09,15.428631147852176,15.379491791795942,0.0366514253034414
49,1902066300,76.20430210714183,822.1845836552924,76.19047081836668,822.1494464439195,19237684.890636977,7.295046871910352e-07,59.535888670527505,4025555502.206208,2.4841292076384223e-07,15.445929974399991,15.386349962897704,0.03670257977330227
