,Seed,Mode,P_BKS,t_BKS,P_DKM,t_DKM,t_depol,t_pol,P_eq,t_dep_turns,fit_reliable,N_over_tau,qx,qy,spin_tune
24,1691332383,corrected,92.37580194706791,788.7792577444123,92.03953932201914,785.8896941195774,214528.40985013533,788.7792577444123,92.03739832590207,294074066180.2094,False,3.400503869617653e-09,15.425564049853486,15.39054784429785,0.4888516886289526
25,2793489183,corrected,92.37592955357253,793.5399195055107,92.1985111525967,792.0136771203408,411792.0427949578,793.5399195055107,92.19825977844391,564481695128.2299,False,1.7715366302052295e-09,15.392993057564336,15.350999586933339,0.4981364719838816
26,896204615,corrected,92.37583277314802,788.9771934261751,92.19425786776726,787.4164014934413,398037.4125972607,788.9771934261751,92.1930905395661,545626942818.8852,False,1.8327540697196452e-09,15.429340593121815,15.384329545159709,0.4894482028293892
27,2557614400,corrected,92.37589123465881,790.9470911330089,92.14611327693794,788.9796579969832,317185.450437413,790.9470911330089,92.14611178237631,434795630138.17993,False,2.299931118631978e-09,15.411018342444525,15.373720176330991,0.4947522757306057
28,170431556,corrected,92.37580779206546,787.6517689254065,90.65804295683613,773.0123919541935,41590.88048086027,787.6517689254065,90.658901506013,57012492413.31645,False,1.754001548906901e-08,15.436974024161593,15.39225993515098,0.48580989768395516
29,4214535423,corrected,92.37563330661322,782.7876376885725,3.659606769872919,31.015724733489634,32.29533516341677,782.7876376885725,3.660120672293441,44270222.93594219,False,2.2588546740480002e-05,15.468815217883355,15.448294567037815,0.47255263103385886
30,2494580248,corrected,92.37591532143463,791.6352952430713,92.32695941277699,791.2117046237503,1478670.8742361492,791.6352952430713,92.32648653596173,2026951846763.0366,False,4.93351631217565e-10,15.407598983210638,15.363239672039327,0.49666543813780606
31,3125589512,corrected,92.37582547153198,788.3331824560148,92.16973983300856,786.584959161416,354697.8386820283,788.3331824560148,92.17097100955944,486217353493.75323,False,2.0566933549665e-09,15.425725973196695,15.398548344337508,0.48775990475421466
32,1447467256,corrected,92.3757265406619,786.5601828825412,87.40928326188427,744.2660083128056,13841.386279960188,786.5601828825412,87.40858583186207,18973676949.18514,False,5.270459714678271e-08,15.44594344609398,15.411850258542817,0.48278202377658225
33,554988496,corrected,92.37589774761884,787.2844550785112,91.24454045334829,777.6461242130061,63520.20009357446,787.2844550785112,91.244985711002,87073052651.38138,False,1.1484609411866478e-08,15.440239924644997,15.400593462708283,0.4846935586916788
34,2720358607,corrected,92.37583813501675,789.0619120684764,92.03408481203952,786.1430366496171,212518.67196869646,789.0619120684764,92.0341240576993,291319131338.88,False,3.432661615473306e-09,15.425702508000374,15.38399754936661,0.48969198764701144
35,1628768903,corrected,92.37583756782442,788.8494951044535,91.88034373358488,784.6288937508631,146650.6914123022,788.8494951044535,91.88159679376373,201027757404.63364,False,4.974437425510226e-09,15.428325231844223,15.386938962384473,0.48905441497624397
36,247849379,corrected,92.37590765272294,789.1136986703932,92.28206360631043,788.3097311819488,773745.2280246571,789.1136986703932,92.28179291793445,1060644627682.1675,False,9.42822858760248e-10,15.423945529605037,15.38768451597536,0.4898650756233083
37,985590580,corrected,92.37584442476066,787.7943790006035,92.0519312932965,785.0224378053977,223105.83823424485,787.7943790006035,92.05080985301394,305831945912.99963,False,3.2697696017814673e-09,15.4362612562529,15.399834084816126,0.48617060761695097
38,1344800366,corrected,92.37578366366716,788.9671717619611,92.31087742804019,788.4050790253228,1106624.734419283,788.9671717619611,92.30997134739212,1516953561598.7207,False,6.592159610648185e-10,15.42548665830765,15.384002960332007,0.48941156629039184
39,2848871968,corrected,92.3758783845531,791.2288889681579,92.29994879639563,790.5752123914713,956934.9266222053,791.2288889681579,92.2995617222159,1311759804392.5215,False,7.623346870756586e-10,15.407238901149857,15.367325983011723,0.4954604720655782
