,Seed,Mode,P_BKS,t_BKS,P_DKM,t_DKM,t_depol,t_pol,P_eq,t_dep_turns,N_over_tau,qx,qy,spin_tune
44,2087296696,corrected,15.318522290727623,886.0802643470911,15.327541171710376,886.0651092064574,51805841.01250227,7.295046872377103e-07,14.916084918452837,45019588306.22855,2.2212553193465076e-08,15.420268399929949,15.379163856427706,2.540906220121276e-05
45,4200330788,corrected,7.951919095269787,887.7926277588573,7.951234987709165,887.7771302833671,50857443.96601001,7.295046872388686e-07,7.700707864207941,37305687136.6646,2.680556442605194e-08,15.421750279473978,15.377070777024825,2.02488753985769e-05
46,2974526542,corrected,71.51490137570752,832.3942105764321,71.52151703102996,832.3878521781551,108970026.5572295,7.295046871989742e-07,70.05454943818543,54736846970.16267,1.8269229145498737e-08,15.417025748409586,15.38370481177025,4.617361129680905e-06
47,1656368153,corrected,10.168835380956779,887.4248599056959,10.165982167219852,887.410381844515,54393335.12544756,7.295046872386202e-07,9.921250011440053,48746666251.12652,2.0514223369621513e-08,15.425971250496556,15.378977416243378,1.3213471691016804e-05
48,554351025,corrected,20.784939958787778,884.0754932695299,20.80082719120759,884.0603494567346,51610258.26772668,7.295046872363483e-07,20.109565346643794,36084377499.88935,2.771282392229342e-08,15.414497893235794,15.387201841993338,1.0735412845445277e-05
49,1989435883,corrected,6.245892257499306,888.0600962880475,6.248384170368829,888.044425204112,50324331.16971551,7.295046872390491e-07,6.083218280075901,45522864699.7871,2.196698311046046e-08,15.419433788009071,15.376114583466844,2.8280801202673393e-05
50,84733408,corrected,27.495293849101465,880.667512980884,27.485195717718497,880.6533909614757,54918691.809440725,7.295046872340189e-07,26.447398925929406,30468362824.762016,3.2820929885582416e-08,15.417905589962508,15.378961297732237,1.9325045758715524e-05
51,784646448,corrected,44.77627940507078,867.3743806803819,44.77918033559773,867.3629207478748,65648586.99962106,7.295046872247578e-07,43.855049666257365,56601789422.29571,1.766728596757217e-08,15.413527171774973,15.391507315133198,1.1649646788257143e-05
52,926333407,corrected,55.77996719737746,855.2674997516317,55.80246204292286,855.257671462559,74425374.03019865,7.295046872160725e-07,55.00196694328161,82884317170.90623,1.206500860636898e-08,15.414904171759995,15.387773042533603,1.0644831754650447e-05
53,837782412,corrected,22.786527647192482,883.1300488466875,22.799430213031023,883.1159668053646,55383039.220962845,7.295046872357039e-07,22.033205776706044,35407371643.935524,2.824270635098884e-08,15.417524551696582,15.380582455988447,1.079894840143292e-05
54,521038596,corrected,28.368543587311677,880.1727240611295,28.38227003047366,880.1580739173708,52879421.682230815,7.29504687233679e-07,27.744431078810944,53635552145.90328,1.864434987598763e-08,15.417038188764572,15.383594693443925,1.1110366632490384e-05
55,3455517019,corrected,78.57592670540299,819.6638322546651,78.56295560802529,819.6596211523936,159541446.13540038,7.295046871890445e-07,77.9125449077446,131962800809.70174,7.57789311733433e-09,15.414751261023182,15.385009129337007,3.6085011203256716e-06
56,1282628972,corrected,6.844233163546912,888.0043731470168,6.849505217741624,887.9893112547597,52353208.8957134,7.295046872390117e-07,6.570866642472104,29259327820.924442,3.417713510441147e-08,15.423911266609183,15.379933027804672,1.5737155437845722e-05
57,58412628,corrected,5.591090957119869,888.2184393349719,5.610333133528852,888.2031182905628,51492467.90716383,7.295046872391561e-07,5.387314198191096,32189138420.817932,3.106637981193253e-08,15.415707023648183,15.375113719022776,2.714724476408714e-05
58,3822595937,corrected,15.110931477456448,886.1449866167192,15.131622015386412,886.1301231213878,52830087.983098194,7.295046872377541e-07,14.767611273404246,52250155552.92218,1.9138699003242935e-08,15.421126859735658,15.380523150698021,2.792755111261879e-05
59,2274043112,corrected,21.010667726681465,883.9235847449203,21.036347505957554,883.909247389802,54494585.93241629,7.295046872362447e-07,20.25012903912472,32262136094.5931,3.099608770690149e-08,15.421872722088745,15.380954942558905,3.1687321961265025e-05
60,4239737170,corrected,65.7554930415133,841.5476207282567,65.75540376071974,841.5401620648307,94949467.57724181,7.295046872059281e-07,64.61073945285177,65109342129.586426,1.535877905216291e-08,15.417618151869553,15.379042097252329,7.928259476342142e-06
61,4244887422,corrected,53.68489705693569,857.7991462173491,53.694891914106634,857.7887746180993,70944746.39664039,7.295046872179089e-07,51.87567231244059,33715433027.483166,2.9660007604969782e-08,15.417850840320733,15.383544596516282,5.617710810933281e-06
62,46002333,corrected,29.27492869630843,879.6525702706925,29.280000161975707,879.6394066963221,58781683.70057754,7.295046872333216e-07,28.44280145636941,41215988455.142006,2.4262429156305783e-08,15.422304288982403,15.374964668443212,6.4919442134537655e-06
63,2567819603,corrected,15.646677579650028,885.954508544263,15.657303657156923,885.9393148755634,51659802.89728171,7.295046872376251e-07,15.262454964119886,48241944746.86567,2.0728849246173293e-08,15.420914180725653,15.376414668796196,1.8520947668935057e-05
64,2042723832,corrected,7.396185536606283,887.9415443195167,7.436300422399857,887.9254088958775,48863040.50309191,7.295046872389692e-07,7.191283310611674,42718501619.66553,2.340906076021282e-08,15.412482261423351,15.39032073879602,4.496802659119625e-05
65,448156219,corrected,9.819483730253753,887.4962087138748,9.81116183033723,887.481743352818,54449846.04466139,7.295046872386684e-07,9.320483720468212,22723557182.697258,4.400719447047864e-08,15.42031864617744,15.375828201513903,2.6106914112825643e-05
66,1404682282,corrected,16.208364097440725,885.7776162883085,16.17907196623255,885.7625872328127,52204789.13862168,7.29504687237505e-07,15.945084632476208,73537092766.36397,1.3598579470324156e-08,15.422285636676722,15.381047112988648,5.919858289479633e-06
67,1923114153,corrected,7.2464474053943055,887.9829781157598,7.234069161716524,887.9675967953971,51263486.64993868,7.29504687238997e-07,6.995991995731803,34001293657.976345,2.9410645667165978e-08,15.425069194238755,15.374143232768208,1.9960276224322707e-05
68,726689259,corrected,41.85435758930871,870.0705427126644,41.84535361269215,870.0582119271958,61392035.61443011,7.295046872266589e-07,41.01730033957622,58443778871.87351,1.7110461015744778e-08,15.423296850406507,15.377375196877175,3.3114800024105777e-06
69,3636568390,corrected,19.57888472448029,884.5672107940323,19.572053243484028,884.5523863325311,52780739.26099326,7.295046872366829e-07,18.924133889934907,35046342527.05544,2.853364796135316e-08,15.420640781687867,15.373605554318678,1.797048264077498e-05
70,3183837431,corrected,7.97337473630923,887.8345386698294,7.96719948013958,887.8191635779601,51267109.440356605,7.29504687238897e-07,7.750701212079947,42361990794.45332,2.360606716648773e-08,15.415842308782679,15.381063096033726,1.19337170572807e-05
71,2022584743,corrected,29.887872450613028,879.2010095617683,29.87162649343304,879.1870024004286,55184778.79672136,7.29504687233011e-07,28.871263180278067,34227234554.587006,2.9216500047795527e-08,15.414622523401494,15.378126368507255,1.566896271884813e-05
72,3884592411,corrected,37.83137557474856,873.5077255664962,37.81344879913269,873.4952576936471,61197677.02740751,7.295046872290657e-07,36.70871073737404,39152335595.604385,2.554126043280722e-08,15.419092180171575,15.382621733063363,1.1508166012211398e-05
73,4130126896,corrected,21.900943467242833,883.5531846106104,21.888984645349595,883.5379677174159,51301719.41950855,7.295046872359925e-07,21.283295767410483,41735215606.877144,2.39605806621308e-08,15.41630212333404,15.388718962574933,2.170660578310102e-05
74,2545668661,corrected,26.64551264446553,881.1486379250574,26.60468119742206,881.1343297346614,54263347.98369878,7.295046872343487e-07,25.9068133635875,42361117396.54202,2.3606553874370437e-08,15.425631377153454,15.370394658597773,2.5864316545887685e-05
75,3262931064,corrected,6.667170381270971,888.049822864013,6.651062202357669,888.0351180837783,53630140.45258076,7.295046872390422e-07,6.335257569248187,23235365296.33849,4.303784284198809e-08,15.423979804941103,15.373220907636542,1.807738356507958e-05
