,Seed,Mode,P_BKS,t_BKS,P_DKM,t_DKM,t_depol,t_pol,P_eq,t_dep_turns,N_over_tau,qx,qy,spin_tune
14,4126900544,misaligned,7.184540547683209,887.9810973770175,7.187675963126408,887.9659749942222,52141055.51898345,7.29504687238996e-07,6.870327468221007,26615143537.015965,3.757259466247906e-08,15.419769989971199,15.379460127065578,2.5586271115716034e-05
15,3052422611,misaligned,86.70532829662663,802.9661655202099,86.70394693295287,802.9641281879966,316469264.49542475,7.29504687175543e-07,86.21764018931496,194591168336.25027,5.138979371725734e-09,15.421534864071758,15.376542854616222,7.054994911829893e-06
16,2496629575,misaligned,45.2644576372668,866.8855230889662,45.26028856011204,866.8740003023756,65216908.7138509,7.295046872244117e-07,43.512646196859365,29516292165.47879,3.3879594171030893e-08,15.427565924862913,15.3742100373639,1.0027301374546142e-05
17,70960260,misaligned,29.27095698403918,879.6193236197024,29.298681431268527,879.6058927804145,57607594.27404813,7.295046872332988e-07,28.29382709224818,34914519565.83716,2.864137935835929e-08,15.419839533992462,15.374806146252498,2.3158554997665952e-05
18,4046927654,misaligned,4.320875381845675,888.3160445570418,4.342148762384022,888.3000913149249,49462749.81064433,7.295046872392218e-07,4.07828266106461,20470996162.791065,4.8849601262572735e-08,15.411879046379969,15.40000729780042,2.811929260091842e-05
19,131531190,misaligned,15.658326148127557,885.9124608606179,15.660991099983695,885.8974263248854,52201649.787315674,7.295046872375965e-07,15.144729355409806,35809803420.104805,2.7925313866385735e-08,15.42063455296962,15.377420139082028,1.0776776006817759e-05
20,2389637170,misaligned,11.56852086442969,887.1040870635192,11.595566430728125,887.0888363999064,51600386.208942264,7.295046872384034e-07,11.05599882045233,26232031629.117085,3.812133250441868e-08,15.418046557392557,15.385635986115453,3.289881390139631e-05
21,2059501570,misaligned,7.240176889383256,887.9588575624471,7.230089412795494,887.9444052879505,54555987.00963293,7.295046872389808e-07,7.062960273091916,48511765486.621475,2.061355611301714e-08,15.423470881998343,15.380902187437975,9.888981187695883e-06
22,932085556,misaligned,11.979660352001858,886.9726411464005,11.995771424606769,886.957898685545,53363369.77206909,7.295046872383144e-07,11.688408708203122,48794305512.883224,2.0494194752622695e-08,15.425604841748017,15.382839708176506,2.745739835995461e-05
23,3265605211,misaligned,25.27590355274149,881.8646667407754,25.265869838504795,881.8503008923001,54133427.83368783,7.295046872348392e-07,24.15522310051153,26055721980.295742,3.8379285776699465e-08,15.418415953435817,15.374951979024642,1.3807651319772018e-05
24,2231428366,misaligned,8.091790661565508,887.8390337121322,8.0878713839121,887.8238758716934,52002440.27135292,7.295046872389e-07,7.872895738400813,43772863586.95361,2.2845204038651185e-08,15.417183026211513,15.378756655795527,1.4817613283335156e-05
25,4025414713,misaligned,6.2480994534011165,888.0759188214113,6.238065485024204,888.0599550253846,49403328.58247989,7.295046872390598e-07,6.043045882649489,35876540816.73941,2.7873367310078465e-08,15.416445599088844,15.378516940412489,2.9283191175478887e-05
26,3815915752,misaligned,20.497716063946424,884.127077242917,20.50811439750029,884.1125612609638,53848775.59524512,7.295046872363834e-07,19.723309799175674,30867221834.572124,3.239682551799893e-08,15.413888546192142,15.386042312301434,1.3545209567824952e-05
27,2035379073,misaligned,21.67381054225049,883.6130585563676,21.676607690901736,883.5979040263773,51519819.28892799,7.295046872360333e-07,21.01705501907578,38761641972.55911,2.5798700702822116e-08,15.415854883572834,15.382875356773164,1.7331522732441894e-05
28,3253147201,misaligned,76.74552897961136,823.0800175345496,76.7382323116394,823.0753137716638,144024445.98674902,7.295046871917394e-07,76.15940184489244,146603948742.6622,6.821098671464345e-09,15.417470589936487,15.384756408768002,4.336116651375156e-06
